"specimen_number","longitude","latitude","elev_prism_m","clim_year","clim_month","ppt_mm","tmin","tave","tmax","clim_date"
"UC1529013",-120.1137,35.5657,580,1967,6,4.31,10,19.6,29.3,196706
"UC1529013",-120.1137,35.5657,580,1967,7,0,16.3,27.1,37.9,196707
"UC1529013",-120.1137,35.5657,580,1967,8,0,16.9,27.5,38.2,196708
"UC1529013",-120.1137,35.5657,580,1967,9,21.15,14.4,23.7,33,196709
"UC1529013",-120.1137,35.5657,580,1967,10,0,10.9,19.1,27.4,196710
"UC1529013",-120.1137,35.5657,580,1967,11,47.56,7.5,14,20.6,196711
"UC1529013",-120.1137,35.5657,580,1967,12,30.22,-0.1,6.5,13,196712
"UC1529013",-120.1137,35.5657,580,1968,1,15.87,0,7.2,14.4,196801
"UC1529013",-120.1137,35.5657,580,1968,2,17.08,6.3,11.7,17,196802
"UC1529013",-120.1137,35.5657,580,1968,3,33.68,4.3,11.5,18.7,196803
"UC1529013",-120.1137,35.5657,580,1968,4,18.28,6.1,14.5,22.8,196804
"UC1529013",-120.1137,35.5657,580,1968,5,1.99,7.5,17,26.4,196805
"UC1529013",-120.1137,35.5657,580,1968,6,0,12.2,22.6,33,196806
"UC1529013",-120.1137,35.5657,580,1968,7,0,15.6,26,36.4,196807
"UC1529013",-120.1137,35.5657,580,1968,8,0,13.1,23.1,33.1,196808
"UC1529013",-120.1137,35.5657,580,1968,9,0,11.8,22.1,32.3,196809
"UC1529013",-120.1137,35.5657,580,1968,10,50.19,10.3,17.6,25,196810
"UC1529013",-120.1137,35.5657,580,1968,11,29.26,5.6,11.2,16.7,196811
"UC1529013",-120.1137,35.5657,580,1968,12,52.74,0.4,6.6,12.7,196812
"UC1529013",-120.1137,35.5657,580,1969,1,192.53,3,7.9,12.8,196901
"UC1529013",-120.1137,35.5657,580,1969,2,148.74,2.1,6.8,11.6,196902
"UC1529013",-120.1137,35.5657,580,1969,3,17.6,2.8,9.8,16.8,196903
"UC1529013",-120.1137,35.5657,580,1969,4,41,5.4,12.9,20.5,196904
"UC1529013",-120.1137,35.5657,580,1969,5,0.49,9.2,18.2,27.3,196905
"UC1529013",-120.1137,35.5657,580,1969,6,0,11.3,20,28.7,196906
"UC1529013",-120.1137,35.5657,580,1969,7,0,15,25.3,35.6,196907
"UC1529013",-120.1137,35.5657,580,1969,8,0,14.4,25.5,36.5,196908
"UC1529013",-120.1137,35.5657,580,1969,9,4.41,13.4,23.1,32.9,196909
"UC1529013",-120.1137,35.5657,580,1969,10,5.06,8.5,16.1,23.7,196910
"UC1529013",-120.1137,35.5657,580,1969,11,15.34,3.7,11.9,20.1,196911
"UC1529013",-120.1137,35.5657,580,1969,12,11.74,2.3,9.1,15.9,196912
"UC1529013",-120.1137,35.5657,580,1970,1,48.32,3.9,9.6,15.2,197001
"UC1529013",-120.1137,35.5657,580,1970,2,17.58,4.1,10.5,16.9,197002
"UC1529013",-120.1137,35.5657,580,1970,3,67.13,4.5,11.2,17.8,197003
"UC1529013",-120.1137,35.5657,580,1970,4,2.62,2.9,11.3,19.7,197004
"UC1529013",-120.1137,35.5657,580,1970,5,0,8,17.9,27.8,197005
"UC1529013",-120.1137,35.5657,580,1970,6,0,12.1,21.8,31.4,197006
"UC1529013",-120.1137,35.5657,580,1970,7,0,15.7,26.1,36.5,197007
"UC1529013",-120.1137,35.5657,580,1970,8,0,15,25.2,35.5,197008
"UC1529013",-120.1137,35.5657,580,1970,9,0,10.5,21.3,32.1,197009
"UC1529013",-120.1137,35.5657,580,1970,10,1.27,9.4,17.5,25.5,197010
"UC1529013",-120.1137,35.5657,580,1970,11,68.59,5.4,12.2,18.9,197011
"UC1529013",-120.1137,35.5657,580,1970,12,76.94,2.7,7.8,12.8,197012
"UC1529013",-120.1137,35.5657,580,1971,1,14.36,1.2,7.4,13.7,197101
"UC1529013",-120.1137,35.5657,580,1971,2,4.66,1.1,8.1,15,197102
"UC1529013",-120.1137,35.5657,580,1971,3,10.87,3,10.4,17.7,197103
"UC1529013",-120.1137,35.5657,580,1971,4,18.69,4,12.1,20.3,197104
"UC1529013",-120.1137,35.5657,580,1971,5,18.88,7.2,15.3,23.5,197105
"UC1529013",-120.1137,35.5657,580,1971,6,0,10.8,20.6,30.4,197106
"UC1529013",-120.1137,35.5657,580,1971,7,0,15.3,25.5,35.8,197107
"UC1529013",-120.1137,35.5657,580,1971,8,0,16.1,26,35.9,197108
"UC1529013",-120.1137,35.5657,580,1971,9,0,12,21.9,31.7,197109
"UC1529013",-120.1137,35.5657,580,1971,10,4.95,7.7,16.2,24.7,197110
"UC1529013",-120.1137,35.5657,580,1971,11,11.88,2.4,10.2,18,197111
"UC1529013",-120.1137,35.5657,580,1971,12,78.72,0.5,6.3,12.1,197112
"UC1529013",-120.1137,35.5657,580,1972,1,6.9,-0.8,5.2,11.3,197201
"UC1529013",-120.1137,35.5657,580,1972,2,6.57,3.3,10.2,17.2,197202
"UC1529013",-120.1137,35.5657,580,1972,3,0,6.2,14.1,21.9,197203
"UC1529013",-120.1137,35.5657,580,1972,4,6.81,4.6,13.4,22.1,197204
"UC1529013",-120.1137,35.5657,580,1972,5,0,8.9,18.3,27.6,197205
"UC1529013",-120.1137,35.5657,580,1972,6,0,12.8,22.4,32,197206
"UC1529013",-120.1137,35.5657,580,1972,7,0,15.5,25.7,35.9,197207
"UC1529013",-120.1137,35.5657,580,1972,8,0,15.2,24.7,34.2,197208
"UC1529013",-120.1137,35.5657,580,1972,9,0,11.7,20.7,29.7,197209
"UC1529013",-120.1137,35.5657,580,1972,10,33.39,10.1,16.8,23.5,197210
"UC1529013",-120.1137,35.5657,580,1972,11,77.43,4.3,9.4,14.5,197211
"UC1529013",-120.1137,35.5657,580,1972,12,17.64,0.2,5.9,11.6,197212
"UC1529013",-120.1137,35.5657,580,1973,1,102.95,1.4,6.9,12.4,197301
"UC1529013",-120.1137,35.5657,580,1973,2,111.79,4.7,9.5,14.4,197302
"UC1529013",-120.1137,35.5657,580,1973,3,61.99,2.9,8.1,13.4,197303
"UC1529013",-120.1137,35.5657,580,1973,4,0,5.8,13.6,21.4,197304
"UC1529013",-120.1137,35.5657,580,1973,5,0,11.1,19.9,28.6,197305
"UC1529013",-120.1137,35.5657,580,1973,6,0,13.1,23,32.9,197306
"UC1529013",-120.1137,35.5657,580,1973,7,0,14.6,24.8,35,197307
"UC1529013",-120.1137,35.5657,580,1973,8,0,14.8,24.6,34.4,197308
"UC1529013",-120.1137,35.5657,580,1973,9,0,10.8,20.6,30.4,197309
"UC1529013",-120.1137,35.5657,580,1973,10,16.35,9,17,25.1,197310
"UC1529013",-120.1137,35.5657,580,1973,11,37.8,4.4,10.7,17,197311
"UC1529013",-120.1137,35.5657,580,1973,12,41.76,2.6,8.5,14.4,197312
"UC1529013",-120.1137,35.5657,580,1974,1,109.92,2.5,7.8,13.1,197401
"UC1529013",-120.1137,35.5657,580,1974,2,1.25,1,8.4,15.7,197402
"UC1529013",-120.1137,35.5657,580,1974,3,78.47,5,10.7,16.3,197403
"UC1529013",-120.1137,35.5657,580,1974,4,12.18,4.5,12.4,20.3,197404
"UC1529013",-120.1137,35.5657,580,1974,5,0,8.4,17.6,26.8,197405
"UC1529013",-120.1137,35.5657,580,1974,6,0,11.9,21.9,31.9,197406
"UC1529013",-120.1137,35.5657,580,1974,7,0,15,24.7,34.3,197407
"UC1529013",-120.1137,35.5657,580,1974,8,0,15,24.7,34.5,197408
"UC1529013",-120.1137,35.5657,580,1974,9,0,14,23.8,33.6,197409
"UC1529013",-120.1137,35.5657,580,1974,10,24.89,11,18.4,25.7,197410
"UC1529013",-120.1137,35.5657,580,1974,11,6.74,3.7,11,18.3,197411
"UC1529013",-120.1137,35.5657,580,1974,12,63.3,1,7.1,13.2,197412
"UC1529013",-120.1137,35.5657,580,1975,1,1.5,1.1,8.1,15,197501
"UC1529013",-120.1137,35.5657,580,1975,2,67.77,3.1,8.4,13.8,197502
"UC1529013",-120.1137,35.5657,580,1975,3,48.85,3.3,9.2,15.2,197503
"UC1529013",-120.1137,35.5657,580,1975,4,19.85,3,10.3,17.6,197504
"UC1529013",-120.1137,35.5657,580,1975,5,0,8.5,17.8,27,197505
"UC1529013",-120.1137,35.5657,580,1975,6,0,11.8,21.7,31.6,197506
"UC1529013",-120.1137,35.5657,580,1975,7,0,13.8,24.1,34.5,197507
"UC1529013",-120.1137,35.5657,580,1975,8,0,13.4,23.6,33.8,197508
"UC1529013",-120.1137,35.5657,580,1975,9,0,14,23.5,33,197509
"UC1529013",-120.1137,35.5657,580,1975,10,18.18,8.1,16.4,24.7,197510
"UC1529013",-120.1137,35.5657,580,1975,11,4.76,2.3,10.3,18.3,197511
"UC1529013",-120.1137,35.5657,580,1975,12,3.47,0.6,8.5,16.4,197512
"UC1529013",-120.1137,35.5657,580,1976,1,0,-1.5,7.6,16.8,197601
"UC1529013",-120.1137,35.5657,580,1976,2,68.6,3.1,9.5,15.9,197602
"UC1529013",-120.1137,35.5657,580,1976,3,21.17,2.8,10,17.2,197603
"UC1529013",-120.1137,35.5657,580,1976,4,26.31,3.8,11.4,19,197604
"UC1529013",-120.1137,35.5657,580,1976,5,0,9.2,18.8,28.4,197605
"UC1529013",-120.1137,35.5657,580,1976,6,2.37,9.9,20.7,31.5,197606
"UC1529013",-120.1137,35.5657,580,1976,7,0,14.9,24.8,34.8,197607
"UC1529013",-120.1137,35.5657,580,1976,8,22.56,13.5,21.9,30.4,197608
"UC1529013",-120.1137,35.5657,580,1976,9,85.38,13.4,21.6,29.7,197609
"UC1529013",-120.1137,35.5657,580,1976,10,14.01,11.7,18.8,25.9,197610
"UC1529013",-120.1137,35.5657,580,1976,11,16.43,6.3,13.5,20.7,197611
"UC1529013",-120.1137,35.5657,580,1976,12,16.64,-1.6,7.9,17.3,197612
"UC1529013",-120.1137,35.5657,580,1977,1,38.57,1.7,7,12.2,197701
"UC1529013",-120.1137,35.5657,580,1977,2,0.53,2.3,10.2,18,197702
"UC1529013",-120.1137,35.5657,580,1977,3,28.15,0.9,8.7,16.5,197703
"UC1529013",-120.1137,35.5657,580,1977,4,0,4.7,14.6,24.5,197704
"UC1529013",-120.1137,35.5657,580,1977,5,50.31,6.2,13.8,21.4,197705
"UC1529013",-120.1137,35.5657,580,1977,6,0,12.7,22.9,33,197706
"UC1529013",-120.1137,35.5657,580,1977,7,0,13.6,24.5,35.5,197707
"UC1529013",-120.1137,35.5657,580,1977,8,0,16.2,25.4,34.7,197708
"UC1529013",-120.1137,35.5657,580,1977,9,0,11.8,21.3,30.7,197709
"UC1529013",-120.1137,35.5657,580,1977,10,1.24,10.4,18.8,27.2,197710
"UC1529013",-120.1137,35.5657,580,1977,11,6.75,3.8,11.9,19.9,197711
"UC1529013",-120.1137,35.5657,580,1977,12,91.87,5.3,11.1,16.9,197712
"UC1529013",-120.1137,35.5657,580,1978,1,103.24,4.8,9.8,14.9,197801
"UC1529013",-120.1137,35.5657,580,1978,2,153.06,4.8,9.6,14.4,197802
"UC1529013",-120.1137,35.5657,580,1978,3,87.33,7.5,12.9,18.2,197803
"UC1529013",-120.1137,35.5657,580,1978,4,73.62,5.4,12,18.5,197804
"UC1529013",-120.1137,35.5657,580,1978,5,0,8.2,17.5,26.9,197805
"UC1529013",-120.1137,35.5657,580,1978,6,0,11.2,21.4,31.7,197806
"UC1529013",-120.1137,35.5657,580,1978,7,0,14,24.7,35.3,197807
"UC1529013",-120.1137,35.5657,580,1978,8,0,14.7,24.6,34.5,197808
"UC1529013",-120.1137,35.5657,580,1978,9,36.3,11.2,20.3,29.3,197809
"UC1529013",-120.1137,35.5657,580,1978,10,0,11.3,20.4,29.4,197810
"UC1529013",-120.1137,35.5657,580,1978,11,31.53,2.8,9.9,17.1,197811
"UC1529013",-120.1137,35.5657,580,1978,12,28.69,-0.3,5.7,11.8,197812
"UC1529013",-120.1137,35.5657,580,1979,1,82.67,2.1,7.5,12.8,197901
"UC1529013",-120.1137,35.5657,580,1979,2,83.36,2.5,8.3,14,197902
"UC1529013",-120.1137,35.5657,580,1979,3,72.13,5.8,11.3,16.7,197903
"UC1529013",-120.1137,35.5657,580,1979,4,1.57,4.2,12.8,21.3,197904
"UC1529013",-120.1137,35.5657,580,1979,5,0,8.4,18.2,28,197905
"UC1529013",-120.1137,35.5657,580,1979,6,0,10,21.6,33.2,197906
"UC1529013",-120.1137,35.5657,580,1979,7,0,13.7,24.2,34.7,197907
"UC1529013",-120.1137,35.5657,580,1979,8,0,13.7,23.4,33.1,197908
"UC1529013",-120.1137,35.5657,580,1979,9,4.62,12.2,22.7,33.1,197909
"UC1529013",-120.1137,35.5657,580,1979,10,19.16,11.2,18.7,26.2,197910
"UC1529013",-120.1137,35.5657,580,1979,11,13.05,3.2,10.9,18.7,197911
"UC1529013",-120.1137,35.5657,580,1979,12,34.4,0.5,9.1,17.6,197912
"UC1529013",-120.1137,35.5657,580,1980,1,87.02,4.7,9.7,14.8,198001
"UC1529013",-120.1137,35.5657,580,1980,2,99.08,5.3,11.1,16.9,198002
"UC1529013",-120.1137,35.5657,580,1980,3,39.21,3.1,9.6,16.1,198003
"UC1529013",-120.1137,35.5657,580,1980,4,22.15,5.5,13.3,21.2,198004
"UC1529013",-120.1137,35.5657,580,1980,5,5.97,7.6,15.9,24.2,198005
"UC1529013",-120.1137,35.5657,580,1980,6,0,8.6,18.8,29.1,198006
"UC1529013",-120.1137,35.5657,580,1980,7,3.49,14.6,24.7,34.7,198007
"UC1529013",-120.1137,35.5657,580,1980,8,0,13.3,23.6,34,198008
"UC1529013",-120.1137,35.5657,580,1980,9,0,10.6,20.8,31.1,198009
"UC1529013",-120.1137,35.5657,580,1980,10,0,9.8,19.1,28.5,198010
"UC1529013",-120.1137,35.5657,580,1980,11,0,2,11.6,21.1,198011
"UC1529013",-120.1137,35.5657,580,1980,12,7.91,1.2,9.6,18,198012
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,1,54.44,-5.1,2.6,10.2,196601
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,2,29.82,-4.6,2.3,9.2,196602
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,3,1.37,-1.2,7.2,15.6,196603
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,4,0,2.3,12.4,22.4,196604
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,5,3.17,3.8,14.5,25.3,196605
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,6,0,5.7,17.4,29,196606
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,7,0,8.7,20.1,31.6,196607
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,8,2.14,9.5,22,34.4,196608
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,9,4.74,4.8,16.5,28.1,196609
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,10,3.11,2.3,13.3,24.3,196610
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,11,125.83,-0.5,7.6,15.7,196611
"CAS-BOT-BC38",-119.2224,34.7273,1460,1966,12,235.34,-2.7,4.3,11.3,196612
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,1,142.45,-3.5,4.6,12.8,196701
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,2,13,-2.5,5.7,13.9,196702
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,3,75.99,-2,6.1,14.1,196703
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,4,173.39,-4.6,3.7,12,196704
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,5,2.15,2.9,13.2,23.5,196705
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,6,0.01,3.9,15.2,26.4,196706
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,7,0,10.9,22.8,34.7,196707
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,8,0.02,10.8,23.3,35.7,196708
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,9,10.77,7.1,18.2,29.2,196709
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,10,0,3.4,14.4,25.4,196710
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,11,133.44,1.5,9.8,18,196711
"CAS-BOT-BC38",-119.2224,34.7273,1460,1967,12,48.42,-5.5,1.6,8.8,196712
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,1,27.2,-4.2,3.7,11.5,196801
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,2,36.94,0.3,7,13.8,196802
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,3,86.35,-1.4,6.9,15.2,196803
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,4,29.1,-0.2,9.7,19.5,196804
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,5,0,2.5,13,23.6,196805
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,6,0,6.8,18.3,29.7,196806
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,7,0,10.1,21.7,33.2,196807
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,8,0.7,7.3,19,30.7,196808
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,9,0,6.1,17.7,29.3,196809
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,10,25.23,2.4,12.5,22.6,196810
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,11,17.07,-1.3,6.9,15.1,196811
"CAS-BOT-BC38",-119.2224,34.7273,1460,1968,12,52.4,-5.2,1.9,9.1,196812
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,1,616.32,-2.2,4.6,11.3,196901
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,2,395.38,-4.1,1.9,7.9,196902
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,3,34.92,-3,5.3,13.5,196903
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,4,46.08,-0.4,8.8,18,196904
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,5,2.26,3.8,14.1,24.4,196905
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,6,0,5.6,15.8,25.9,196906
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,7,2.16,9.5,21.1,32.7,196907
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,8,0,9.7,22.2,34.7,196908
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,9,0,6.7,18.3,29.8,196909
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,10,0,0.4,10.8,21.2,196910
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,11,49.05,0,8.3,16.6,196911
"CAS-BOT-BC38",-119.2224,34.7273,1460,1969,12,5.65,-3.5,4.4,12.4,196912
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,1,69.25,-3.1,4.1,11.3,197001
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,2,60.05,-1.8,5.6,13,197002
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,3,168.5,-1.5,6.5,14.5,197003
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,4,0,-2.5,7.4,17.3,197004
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,5,0,2.9,14.1,25.2,197005
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,6,0,6.1,17.7,29.4,197006
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,7,0,10.3,22.4,34.5,197007
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,8,0,9.1,21.6,34.2,197008
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,9,0,4.7,17,29.3,197009
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,10,0,1.4,12.2,23,197010
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,11,155.06,-0.4,7.8,15.9,197011
"CAS-BOT-BC38",-119.2224,34.7273,1460,1970,12,186.44,-4.8,1.8,8.5,197012
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,1,27.74,-4,3.8,11.6,197101
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,2,34.71,-3.5,4.2,12,197102
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,3,18.76,-2.5,5.9,14.2,197103
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,4,15.68,-1.9,7.3,16.5,197104
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,5,16.38,0.9,10.8,20.7,197105
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,6,0,5.3,16.3,27.4,197106
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,7,0,9.9,21.7,33.4,197107
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,8,0,10.3,22.3,34.4,197108
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,9,0.16,6.2,17.7,29.3,197109
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,10,5.51,-0.1,11,22.2,197110
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,11,12.27,-2.5,6.3,15.1,197111
"CAS-BOT-BC38",-119.2224,34.7273,1460,1971,12,268.33,-6.3,0.3,6.9,197112
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,1,5.18,-5.5,2.6,10.8,197201
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,2,9.13,-2.6,5.9,14.4,197202
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,3,0,0.2,9.7,19.2,197203
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,4,5.46,-0.2,9.8,19.8,197204
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,5,1.65,2.8,13.9,25,197205
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,6,3.81,6.7,18.1,29.6,197206
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,7,0,10.2,22.1,34,197207
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,8,7.42,7.8,20.2,32.6,197208
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,9,1.17,4.9,15.9,26.9,197209
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,10,7.91,0.8,10.9,21,197210
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,11,115.59,-2.5,5.4,13.2,197211
"CAS-BOT-BC38",-119.2224,34.7273,1460,1972,12,25.7,-5.4,2,9.5,197212
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,1,162.35,-5.4,1.9,9.1,197301
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,2,325.87,-2.2,4.1,10.5,197302
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,3,116.52,-3.8,3.2,10.1,197303
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,4,0,-0.5,9.1,18.6,197304
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,5,0.13,3.7,14.6,25.6,197305
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,6,0,7.1,18.8,30.5,197306
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,7,0,9,20.9,32.8,197307
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,8,0,8.7,20.5,32.3,197308
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,9,0,3.9,15.7,27.6,197309
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,10,12.66,1.4,12.3,23.3,197310
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,11,50.23,-2.3,5.6,13.4,197311
"CAS-BOT-BC38",-119.2224,34.7273,1460,1973,12,43.76,-2.8,4.5,11.9,197312
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,1,229.73,-4.9,2.3,9.5,197401
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,2,0,-3.9,4.3,12.6,197402
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,3,90.82,-1.6,6.2,14,197403
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,4,12.01,-1.8,8.4,18.6,197404
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,5,1.09,2.4,13.3,24.3,197405
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,6,0,6.2,18,29.9,197406
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,7,0.13,8.7,20.6,32.5,197407
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,8,19.12,7.5,20.1,32.7,197408
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,9,0,7.2,19.2,31.2,197409
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,10,22.75,2.6,12.7,22.9,197410
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,11,4.55,-1.5,7.1,15.6,197411
"CAS-BOT-BC38",-119.2224,34.7273,1460,1974,12,189.63,-5.1,2.7,10.5,197412
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,1,0,-4.2,4.3,12.9,197501
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,2,111.27,-4.1,3.3,10.6,197502
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,3,147.11,-2.9,4.5,12,197503
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,4,48.41,-3.5,5.3,14.1,197504
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,5,1.28,1.8,12.9,24,197505
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,6,0,5.5,17.2,28.9,197506
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,7,0,7.9,19.9,31.9,197507
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,8,0,6.8,19.2,31.7,197508
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,9,26.9,6.8,18.5,30.3,197509
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,10,6.16,0.8,11.5,22.1,197510
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,11,2.95,-2.3,6.5,15.4,197511
"CAS-BOT-BC38",-119.2224,34.7273,1460,1975,12,4.97,-3.7,5,13.6,197512
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,1,0,-4.3,5,14.4,197601
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,2,170.52,-2.9,4.6,12.2,197602
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,3,43.72,-3.3,5.5,14.2,197603
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,4,26.24,-2.2,7.1,16.4,197604
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,5,1.2,3.7,14.6,25.5,197605
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,6,3.83,5.4,17.4,29.4,197606
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,7,0.38,9,20.6,32.3,197607
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,8,0.01,6.3,17.9,29.6,197608
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,9,123.66,6.3,16.4,26.5,197609
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,10,7.57,2.7,13.2,23.8,197610
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,11,12.17,0.8,9.6,18.3,197611
"CAS-BOT-BC38",-119.2224,34.7273,1460,1976,12,13.25,-4.3,4.8,13.9,197612
"CAS-BOT-BC38",-119.2224,34.7273,1460,1977,1,130.56,-4.1,3.3,10.7,197701
"CAS-BOT-BC38",-119.2224,34.7273,1460,1977,2,4.21,-1.5,7.2,15.9,197702
"CAS-BOT-BC38",-119.2224,34.7273,1460,1977,3,50.14,-4.4,4.1,12.7,197703
"CAS-BOT-BC38",-119.2224,34.7273,1460,1977,4,0,0.5,10.9,21.2,197704
"CAS-BOT-BC38",-119.2224,34.7273,1460,1977,5,79.03,0.2,9.6,19.1,197705
"CAS-BOT-BC38",-119.2224,34.7273,1460,1977,6,0.04,7.2,18.7,30.2,197706
